DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
07/19/2015,7:00,QUEENS,11373,40.7463477,-73.8723835,"(40.7463477, -73.8723835)",CASE STREET,LAMONT AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3262011,UNKNOWN,BICYCLE,,,
07/19/2015,11:05,MANHATTAN,10023,40.7747353,-73.9881756,"(40.7747353, -73.9881756)",WEST 64 STREET,WEST END AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260394,PASSENGER VEHICLE,BICYCLE,,,
07/19/2015,14:40,BROOKLYN,11226,40.6469634,-73.9472399,"(40.6469634, -73.9472399)",EAST 32 STREET,TILDEN AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260546,PASSENGER VEHICLE,BICYCLE,,,
07/19/2015,12:50,MANHATTAN,10029,40.7922448,-73.9441814,"(40.7922448, -73.9441814)",3 AVENUE,EAST 107 STREET,,2,0,0,0,1,0,1,0,Unspecified,Unspecified,,,,3260399,LIVERY VEHICLE,BICYCLE,,,
07/19/2015,17:00,MANHATTAN,10029,40.7948616,-73.9464798,"(40.7948616, -73.9464798)",EAST 109 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,3261535,PASSENGER VEHICLE,BICYCLE,,,
07/19/2015,17:05,QUEENS,11368,40.7555049,-73.8681501,"(40.7555049, -73.8681501)",34 AVENUE,100 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3262060,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/19/2015,13:32,BROOKLYN,11210,40.625843,-73.9553621,"(40.625843, -73.9553621)",AVENUE J,EAST 21 STREET,,2,0,0,0,1,0,1,0,Unspecified,Unspecified,,,,3261771,PASSENGER VEHICLE,BICYCLE,,,
07/18/2015,17:08,BROOKLYN,11226,40.6470078,-73.9626128,"(40.6470078, -73.9626128)",EAST 18 STREET,ALBEMARLE ROAD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3260577,UNKNOWN,BICYCLE,,,
07/18/2015,19:00,BROOKLYN,11207,40.6904546,-73.9117483,"(40.6904546, -73.9117483)",WEIRFIELD STREET,CENTRAL AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260642,UNKNOWN,BICYCLE,,,
07/18/2015,19:20,MANHATTAN,10002,40.716436,-73.9815845,"(40.716436, -73.9815845)",DELANCEY STREET,SHERIFF STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3260910,PASSENGER VEHICLE,BICYCLE,,,
07/18/2015,20:30,QUEENS,11354,40.7602544,-73.8349204,"(40.7602544, -73.8349204)",COLLEGE POINT BOULEVARD,37 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260796,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/18/2015,20:30,QUEENS,11416,40.6813005,-73.8503994,"(40.6813005, -73.8503994)",102 AVENUE,89 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3260674,TAXI,BICYCLE,,,
07/18/2015,21:15,BRONX,10452,40.8347039,-73.9182569,"(40.8347039, -73.9182569)",EAST 167 STREET,GRANDVIEW PLACE,,1,0,0,0,1,0,0,0,Physical Disability,Other Vehicular,,,,3260457,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/18/2015,8:00,MANHATTAN,10017,40.750766,-73.9744433,"(40.750766, -73.9744433)",EAST 42 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passenger Distraction,,,,3260966,TAXI,BICYCLE,,,
07/18/2015,22:45,MANHATTAN,10001,40.7484685,-73.9924606,"(40.7484685, -73.9924606)",7 AVENUE,WEST 30 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,3260947,BICYCLE,TAXI,,,
07/18/2015,0:20,MANHATTAN,10040,40.8565035,-73.9327621,"(40.8565035, -73.9327621)",BROADWAY,WEST 190 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3261013,PASSENGER VEHICLE,BICYCLE,,,
07/18/2015,0:39,BROOKLYN,11214,40.614167,-74.0003962,"(40.614167, -74.0003962)",77 STREET,NEW UTRECHT AVENUE,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3261145,PASSENGER VEHICLE,BICYCLE,,,
07/18/2015,12:25,BROOKLYN,11203,40.6633624,-73.9345536,"(40.6633624, -73.9345536)",SCHENECTADY AVENUE,LEFFERTS AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260590,PASSENGER VEHICLE,BICYCLE,,,
07/18/2015,15:00,QUEENS,11377,40.7458297,-73.9010972,"(40.7458297, -73.9010972)",ROOSEVELT AVENUE,63 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3288456,OTHER,BICYCLE,,,
07/18/2015,15:15,BRONX,10469,40.877299,-73.8521136,"(40.877299, -73.8521136)",WILSON AVENUE,HICKS STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3261083,SPORT UTILITY / STATION WAGON,,,,
07/18/2015,15:15,BROOKLYN,11222,40.7214729,-73.9469789,"(40.7214729, -73.9469789)",GRAHAM AVENUE,ENGERT AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Failure to Yield Right-of-Way,,,,3261232,PASSENGER VEHICLE,BICYCLE,,,
07/18/2015,15:20,BRONX,10454,40.80761,-73.9133955,"(40.80761, -73.9133955)",EAST 141 STREET,CYPRESS AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3260435,PASSENGER VEHICLE,BICYCLE,,,
07/18/2015,16:55,BROOKLYN,11211,40.7143717,-73.9460683,"(40.7143717, -73.9460683)",METROPOLITAN AVENUE,MANHATTAN AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3260668,UNKNOWN,BICYCLE,,,
07/18/2015,9:45,MANHATTAN,10011,40.736669,-73.9973406,"(40.736669, -73.9973406)",WEST 13 STREET,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3260899,VAN,BICYCLE,,,
07/18/2015,23:55,BRONX,10456,40.8378635,-73.9113938,"(40.8378635, -73.9113938)",MORRIS AVENUE,EAST 170 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3260456,PASSENGER VEHICLE,BICYCLE,,,
07/17/2015,22:30,BRONX,10463,40.8733955,-73.9067,"(40.8733955, -73.9067)",EXTERIOR STREET,WEST 225 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3261115,PASSENGER VEHICLE,BICYCLE,,,
07/17/2015,19:20,QUEENS,11419,40.6880421,-73.8327446,"(40.6880421, -73.8327446)",111 STREET,101 AVENUE,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,3261239,PASSENGER VEHICLE,BICYCLE,,,
07/17/2015,18:15,MANHATTAN,10002,40.7192038,-73.9903644,"(40.7192038, -73.9903644)",DELANCEY STREET,ALLEN STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3260886,PASSENGER VEHICLE,BICYCLE,,,
07/17/2015,17:30,STATEN ISLAND,10305,40.5932214,-74.0665659,"(40.5932214, -74.0665659)",ROBIN ROAD,MILLS AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3261402,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/17/2015,17:00,MANHATTAN,10026,40.8045253,-73.9515724,"(40.8045253, -73.9515724)",7 AVENUE,WEST 118 STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3259855,SMALL COM VEH(4 TIRES),BICYCLE,,,
07/17/2015,12:35,MANHATTAN,10024,40.7852936,-73.9693348,"(40.7852936, -73.9693348)",CENTRAL PARK WEST,WEST 86 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3259838,PASSENGER VEHICLE,BICYCLE,,,
07/17/2015,7:30,QUEENS,11434,40.6825669,-73.7926578,"(40.6825669, -73.7926578)",SUTPHIN BOULEVARD,116 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passenger Distraction,,,,3260269,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/17/2015,6:00,MANHATTAN,10009,40.7224983,-73.9768929,"(40.7224983, -73.9768929)",AVENUE D,EAST 6 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260361,TAXI,BICYCLE,,,
07/17/2015,3:20,BROOKLYN,11225,40.664083,-73.9481671,"(40.664083, -73.9481671)",NEW YORK AVENUE,EMPIRE BOULEVARD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260038,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/16/2015,17:25,BROOKLYN,11226,40.6523139,-73.9560111,"(40.6523139, -73.9560111)",BEDFORD AVENUE,LINDEN BOULEVARD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260013,PASSENGER VEHICLE,BICYCLE,,,
07/16/2015,8:30,BROOKLYN,11228,40.6243185,-74.0187503,"(40.6243185, -74.0187503)",FORT HAMILTON PARKWAY,78 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3259364,SPORT UTILITY / STATION WAGON,OTHER,,,
07/16/2015,16:40,MANHATTAN,10003,40.7327574,-73.9900269,"(40.7327574, -73.9900269)",EAST 12 STREET,4 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,3260911,TAXI,BICYCLE,,,
07/16/2015,16:58,QUEENS,11355,40.742975,-73.8143102,"(40.742975, -73.8143102)",BOOTH MEMORIAL AVENUE,KISSENA BOULEVARD,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3260216,VAN,BICYCLE,,,
07/16/2015,17:15,BROOKLYN,11213,40.6732579,-73.9306974,"(40.6732579, -73.9306974)",UTICA AVENUE,PROSPECT PLACE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260076,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/16/2015,17:32,BROOKLYN,11218,40.6379657,-73.9818872,"(40.6379657, -73.9818872)",39 STREET,15 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3259351,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/16/2015,18:20,BROOKLYN,11201,40.6904686,-73.9878913,"(40.6904686, -73.9878913)",LIVINGSTON STREET,SMITH STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3259471,PASSENGER VEHICLE,BICYCLE,,,
07/16/2015,18:50,MANHATTAN,10016,40.7440076,-73.9856946,"(40.7440076, -73.9856946)",EAST 28 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3260374,UNKNOWN,BICYCLE,,,
07/16/2015,20:15,QUEENS,11101,40.7446174,-73.9485989,"(40.7446174, -73.9485989)",JACKSON AVENUE,47 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260197,TAXI,BICYCLE,,,
07/16/2015,21:40,BROOKLYN,11207,40.6585778,-73.8906229,"(40.6585778, -73.8906229)",PENNSYLVANIA AVENUE,LINDEN BOULEVARD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3260055,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/16/2015,21:45,QUEENS,11103,40.7566785,-73.9208649,"(40.7566785, -73.9208649)",STEINWAY STREET,34 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3261367,PASSENGER VEHICLE,BICYCLE,,,
07/16/2015,7:54,BROOKLYN,11204,40.607244,-73.9872545,"(40.607244, -73.9872545)",STILLWELL AVENUE,AVENUE P,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3260507,OTHER,BICYCLE,,,
07/16/2015,8:13,BROOKLYN,11213,40.6795925,-73.934873,"(40.6795925, -73.934873)",TROY AVENUE,FULTON STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3259455,PASSENGER VEHICLE,BICYCLE,,,
07/16/2015,8:30,BROOKLYN,11211,40.7111671,-73.9488916,"(40.7111671, -73.9488916)",GRAND STREET,LORIMER STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3260103,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/16/2015,11:45,BROOKLYN,11219,40.6354968,-74.0019564,"(40.6354968, -74.0019564)",FORT HAMILTON PARKWAY,55 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3259342,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/16/2015,12:30,BROOKLYN,11222,40.7304639,-73.9514819,"(40.7304639, -73.9514819)",MC GUINNESS BOULEVARD,GREENPOINT AVENUE,,1,0,0,0,1,0,0,0,Other Electronic Device,Unspecified,,,,3259490,VAN,BICYCLE,,,
07/16/2015,13:00,MANHATTAN,10016,40.7440076,-73.9856946,"(40.7440076, -73.9856946)",EAST 28 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3263515,UNKNOWN,BICYCLE,,,
07/16/2015,13:30,BRONX,10462,40.853685,-73.8691664,"(40.853685, -73.8691664)",MARAN PLACE,BRONX PARK EAST,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3261099,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/16/2015,14:20,BROOKLYN,11231,40.6778618,-74.0123047,"(40.6778618, -74.0123047)",VAN BRUNT STREET,SULLIVAN STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3259426,PASSENGER VEHICLE,BICYCLE,,,
07/16/2015,15:15,BRONX,10452,40.8406495,-73.9190121,"(40.8406495, -73.9190121)",WEST 170 STREET,INWOOD AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3259951,UNKNOWN,BICYCLE,,,
07/16/2015,15:15,QUEENS,11379,40.7124783,-73.8950254,"(40.7124783, -73.8950254)",METROPOLITAN AVENUE,65 PLACE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3259530,BUS,BICYCLE,,,
07/16/2015,15:48,BROOKLYN,11221,40.6912192,-73.9396792,"(40.6912192, -73.9396792)",LAFAYETTE AVENUE,MARCUS GARVEY BOULEVARD,,1,0,0,0,1,0,0,0,Passenger Distraction,Passenger Distraction,,,,3260637,BICYCLE,PASSENGER VEHICLE,,,
07/16/2015,16:08,QUEENS,11420,40.6825024,-73.8213038,"(40.6825024, -73.8213038)",109 AVENUE,120 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3259572,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/15/2015,20:20,BROOKLYN,11212,40.6685698,-73.9182622,"(40.6685698, -73.9182622)",PITKIN AVENUE,LEGION STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3259405,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/15/2015,16:55,QUEENS,11372,40.7477341,-73.8829986,"(40.7477341, -73.8829986)",ROOSEVELT AVENUE,83 STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3259031,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/15/2015,14:00,BRONX,10465,40.8160833,-73.8156199,"(40.8160833, -73.8156199)",EAST TREMONT AVENUE,HARDING AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,3261059,SPORT UTILITY / STATION WAGON,,,,
07/15/2015,13:30,BROOKLYN,11235,40.5866702,-73.9661497,"(40.5866702, -73.9661497)",OCEAN PARKWAY,AVENUE Z,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3258691,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/15/2015,11:10,MANHATTAN,10003,40.734034,-73.9950494,"(40.734034, -73.9950494)",WEST 11 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3259088,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,10:08,BROOKLYN,11232,40.654068,-74.0009947,"(40.654068, -74.0009947)",5 AVENUE,34 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3259401,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,9:10,BROOKLYN,11201,40.6934893,-73.9791676,"(40.6934893, -73.9791676)",ASHLAND PLACE,MYRTLE AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,3259473,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,14:17,BROOKLYN,11206,40.7029864,-73.9458539,"(40.7029864, -73.9458539)",BROADWAY,LEONARD STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3259483,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,9:00,MANHATTAN,10024,40.7833397,-73.9707584,"(40.7833397, -73.9707584)",CENTRAL PARK WEST,WEST 83 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3258562,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,8:45,BROOKLYN,11211,40.7109568,-73.9511173,"(40.7109568, -73.9511173)",GRAND STREET,UNION AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3259479,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/15/2015,8:35,STATEN ISLAND,10305,40.5792516,-74.0778017,"(40.5792516, -74.0778017)",SEAVIEW AVENUE,FATHER CAPODANNO BOULEVARD,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,3259060,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,5:00,QUEENS,11421,40.689245,-73.8450052,"(40.689245, -73.8450052)",ATLANTIC AVENUE,98 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3258874,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,4:00,BROOKLYN,11213,40.6774132,-73.9303181,"(40.6774132, -73.9303181)",UTICA AVENUE,ATLANTIC AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258814,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/15/2015,21:00,BROOKLYN,11206,40.7024305,-73.9327913,"(40.7024305, -73.9327913)",CENTRAL AVENUE,FORREST STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3259458,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/15/2015,20:45,MANHATTAN,10018,40.7535538,-73.9850428,"(40.7535538, -73.9850428)",AVENUE OF THE AMERICAS,WEST 40 STREET,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,3259126,OTHER,BICYCLE,,,
07/15/2015,20:35,MANHATTAN,10025,40.7923625,-73.9641744,"(40.7923625, -73.9641744)",CENTRAL PARK WEST,WEST 97 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258577,VAN,BICYCLE,,,
07/15/2015,20:00,MANHATTAN,10065,40.7637343,-73.9620635,"(40.7637343, -73.9620635)",2 AVENUE,EAST 64 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3259173,TAXI,BICYCLE,,,
07/15/2015,1:00,MANHATTAN,10019,40.7662862,-73.9818487,"(40.7662862, -73.9818487)",WEST 57 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3259158,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,19:15,BROOKLYN,11230,40.6170038,-73.9691095,"(40.6170038, -73.9691095)",AVENUE M,OCEAN PARKWAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3258732,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,18:50,QUEENS,11416,40.6827998,-73.8530569,"(40.6827998, -73.8530569)",87 STREET,ROCKAWAY BOULEVARD,,1,0,0,0,1,0,0,0,Turning Improperly,Failure to Yield Right-of-Way,,,,3259500,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/15/2015,17:25,BROOKLYN,11226,40.6433316,-73.9597285,"(40.6433316, -73.9597285)",OCEAN AVENUE,CORTELYOU ROAD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3259380,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,17:25,BROOKLYN,11226,40.6433316,-73.9597285,"(40.6433316, -73.9597285)",OCEAN AVENUE,CORTELYOU ROAD,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,3259375,PASSENGER VEHICLE,BICYCLE,,,
07/15/2015,14:24,MANHATTAN,10001,40.7449469,-73.9913242,"(40.7449469, -73.9913242)",6 AVENUE,WEST 26 STREET,,1,0,0,0,1,0,0,0,Illness,Passenger Distraction,,,,3258499,UNKNOWN,BICYCLE,,,
07/15/2015,15:50,BRONX,10461,40.8375117,-73.845809,"(40.8375117, -73.845809)",WESTCHESTER AVENUE,HERSCHELL STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3261060,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/15/2015,16:27,BROOKLYN,11204,40.6298598,-73.9790361,"(40.6298598, -73.9790361)",18 AVENUE,46 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258735,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/15/2015,16:57,MANHATTAN,10024,40.7881996,-73.9783579,"(40.7881996, -73.9783579)",WEST END AVENUE,WEST 85 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3259823,LIVERY VEHICLE,BICYCLE,,,
07/14/2015,22:30,MANHATTAN,10025,40.7916628,-73.9646839,"(40.7916628, -73.9646839)",CENTRAL PARK WEST,WEST 96 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258571,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/14/2015,19:54,MANHATTAN,10038,40.7134676,-73.9985824,"(40.7134676, -73.9985824)",CHATHAM SQUARE,PARK ROW,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3258471,BUS,BICYCLE,,,
07/14/2015,19:20,BRONX,10474,40.8194193,-73.8839131,"(40.8194193, -73.8839131)",EDGEWATER ROAD,SENECA AVENUE,,1,0,0,0,1,0,0,0,Prescription Medication,Unspecified,,,,3258614,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/14/2015,18:30,BROOKLYN,11211,40.7108634,-73.9580032,"(40.7108634, -73.9580032)",HAVEMEYER STREET,SOUTH 3 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258856,VAN,BICYCLE,,,
07/14/2015,17:05,QUEENS,11373,40.7454835,-73.8886072,"(40.7454835, -73.8886072)",BROADWAY,41 AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3258982,PASSENGER VEHICLE,BICYCLE,,,
07/14/2015,15:56,BROOKLYN,11208,40.6784438,-73.8688541,"(40.6784438, -73.8688541)",LIBERTY AVENUE,AUTUMN AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258117,PASSENGER VEHICLE,BICYCLE,,,
07/14/2015,14:20,BROOKLYN,11221,40.6918236,-73.9222292,"(40.6918236, -73.9222292)",BUSHWICK AVENUE,GROVE STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258836,AMBULANCE,BICYCLE,,,
07/14/2015,13:43,QUEENS,11366,40.7248742,-73.8065208,"(40.7248742, -73.8065208)",162 STREET,76 ROAD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3258923,PASSENGER VEHICLE,BICYCLE,,,
07/14/2015,23:40,MANHATTAN,10002,40.7171939,-73.9841023,"(40.7171939, -73.9841023)",DELANCEY STREET,RIDGE STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3258477,PASSENGER VEHICLE,BICYCLE,,,
07/14/2015,12:34,BRONX,10463,40.8731394,-73.9057133,"(40.8731394, -73.9057133)",BAILEY AVENUE,WEST KINGSBRIDGE ROAD,,1,0,0,0,1,0,0,0,Failure to Keep Right,Unspecified,,,,3258670,UNKNOWN,BICYCLE,,,
07/14/2015,0:11,BROOKLYN,11203,40.6582963,-73.9310841,"(40.6582963, -73.9310841)",UTICA AVENUE,WINTHROP STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258764,PASSENGER VEHICLE,BICYCLE,,,
07/14/2015,23:30,QUEENS,11103,40.7567204,-73.9142125,"(40.7567204, -73.9142125)",BROADWAY,46 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3259012,PASSENGER VEHICLE,BICYCLE,,,
07/14/2015,22:41,QUEENS,11104,40.7417991,-73.9246645,"(40.7417991, -73.9246645)",40 STREET,47 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3258935,PASSENGER VEHICLE,BICYCLE,,,
07/14/2015,9:15,BROOKLYN,11221,40.6923571,-73.9428082,"(40.6923571, -73.9428082)",DEKALB AVENUE,THROOP AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Physical Disability,,,,3258147,PASSENGER VEHICLE,BICYCLE,,,
07/14/2015,8:50,MANHATTAN,10025,40.7916628,-73.9646839,"(40.7916628, -73.9646839)",CENTRAL PARK WEST,WEST 96 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3257797,TAXI,BICYCLE,,,
07/13/2015,20:06,MANHATTAN,10013,40.7189132,-73.9992352,"(40.7189132, -73.9992352)",CENTRE STREET,HOWARD STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3257679,TAXI,BICYCLE,,,
07/13/2015,1:20,QUEENS,11368,40.7507179,-73.8587648,"(40.7507179, -73.8587648)",108 STREET,ROOSEVELT AVENUE,,1,0,0,0,1,0,0,0,Prescription Medication,Unspecified,,,,3257602,PASSENGER VEHICLE,BICYCLE,,,
07/13/2015,19:45,MANHATTAN,10017,40.7521394,-73.97977,"(40.7521394, -73.97977)",MADISON AVENUE,EAST 41 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3257723,PASSENGER VEHICLE,BICYCLE,,,
07/13/2015,17:50,BROOKLYN,11238,40.6811367,-73.9556676,"(40.6811367, -73.9556676)",FULTON STREET,FRANKLIN AVENUE,,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,3257355,PASSENGER VEHICLE,BICYCLE,,,
