DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
08/30/2015,20:17,QUEENS,11369,40.7585944,-73.8745114,"(40.7585944, -73.8745114)",94 STREET,32 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3287227,PASSENGER VEHICLE,BICYCLE,,,
08/30/2015,6:38,MANHATTAN,10007,40.7152372,-74.0133794,"(40.7152372, -74.0133794)",WEST STREET,MURRAY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3286679,TAXI,BICYCLE,,,
08/30/2015,6:20,MANHATTAN,10029,40.7861742,-73.945696,"(40.7861742, -73.945696)",2 AVENUE,EAST 99 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3287330,UNKNOWN,BICYCLE,,,
08/30/2015,22:20,QUEENS,11368,40.7572274,-73.8695039,"(40.7572274, -73.8695039)",NORTHERN BOULEVARD,99 STREET,,1,0,0,0,1,0,0,0,Pavement Slippery,Failure to Yield Right-of-Way,,,,3287228,PASSENGER VEHICLE,BICYCLE,,,
08/30/2015,9:25,MANHATTAN,10033,40.8474287,-73.9313942,"(40.8474287, -73.9313942)",AMSTERDAM AVENUE,WEST 180 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3287366,PASSENGER VEHICLE,BICYCLE,,,
08/30/2015,21:30,BROOKLYN,11203,40.6394962,-73.9339176,"(40.6394962, -73.9339176)",EAST 45 STREET,FOSTER AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3288843,PASSENGER VEHICLE,BICYCLE,,,
08/30/2015,13:00,BROOKLYN,11236,40.6343671,-73.8888251,"(40.6343671, -73.8888251)",SEAVIEW AVENUE,EAST 98 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3286943,PASSENGER VEHICLE,BICYCLE,,,
08/30/2015,15:15,MANHATTAN,10032,40.8384767,-73.9437415,"(40.8384767, -73.9437415)",FORT WASHINGTON AVENUE,WEST 163 STREET,,1,0,0,0,1,0,0,0,Backing Unsafely,Unspecified,,,,3287363,PASSENGER VEHICLE,BICYCLE,,,
08/30/2015,16:45,BROOKLYN,11220,40.6435664,-74.0047457,"(40.6435664, -74.0047457)",48 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Physical Disability,,,,3287580,VAN,BICYCLE,,,
08/30/2015,17:15,MANHATTAN,10013,40.7180266,-74.0030447,"(40.7180266, -74.0030447)",BROADWAY,WHITE STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3286699,TAXI,BICYCLE,,,
08/30/2015,18:30,BROOKLYN,11221,40.696184,-73.933829,"(40.696184, -73.933829)",BROADWAY,DITMARS STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3287629,PASSENGER VEHICLE,BICYCLE,,,
08/30/2015,1:10,BROOKLYN,11205,40.6968472,-73.9617482,"(40.6968472, -73.9617482)",CLASSON AVENUE,EMERSON PLACE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3287644,UNKNOWN,BICYCLE,,,
08/30/2015,1:48,BRONX,10467,40.875342,-73.8703135,"(40.875342, -73.8703135)",MAGENTA STREET,BRONX BOULEVARD,,1,0,0,0,1,0,0,0,Unspecified,,,,,3286839,UNKNOWN,,,,
08/29/2015,14:31,BROOKLYN,11224,40.5755134,-73.9823973,"(40.5755134, -73.9823973)",SURF AVENUE,WEST 15 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3287475,PASSENGER VEHICLE,BICYCLE,,,
08/29/2015,9:42,BRONX,10454,40.8071867,-73.9242798,"(40.8071867, -73.9242798)",EAST 135 STREET,WILLIS AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3286316,OTHER,BICYCLE,,,
08/29/2015,8:40,BRONX,10452,40.835432,-73.9233984,"(40.835432, -73.9233984)",JEROME AVENUE,SHAKESPEARE AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3286822,UNKNOWN,BICYCLE,,,
08/29/2015,21:25,BROOKLYN,11233,40.6812097,-73.9224254,"(40.6812097, -73.9224254)",RALPH AVENUE,CHAUNCEY STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Passenger Distraction,,,,3287009,PASSENGER VEHICLE,BICYCLE,,,
08/29/2015,21:10,BROOKLYN,11217,40.6863108,-73.9744391,"(40.6863108, -73.9744391)",FULTON STREET,SOUTH PORTLAND AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3287034,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/29/2015,20:24,BROOKLYN,11233,40.6784006,-73.913073,"(40.6784006, -73.913073)",FULTON STREET,SOMERS STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3286969,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/29/2015,19:45,MANHATTAN,10010,40.7394976,-73.9826643,"(40.7394976, -73.9826643)",3 AVENUE,EAST 24 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3286721,VAN,BICYCLE,,,
08/29/2015,18:50,QUEENS,11377,40.73555,-73.8942168,"(40.73555, -73.8942168)",51 AVENUE,70 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3288431,LIVERY VEHICLE,BICYCLE,,,
08/29/2015,16:33,BRONX,10468,40.8622104,-73.8996443,"(40.8622104, -73.8996443)",EAST 188 STREET,MORRIS AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3286833,TAXI,BICYCLE,,,
08/29/2015,16:30,BROOKLYN,11234,40.6104432,-73.9259256,"(40.6104432, -73.9259256)",COLEMAN STREET,AVENUE T,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3286919,PASSENGER VEHICLE,BICYCLE,,,
08/29/2015,0:53,QUEENS,11373,40.7439732,-73.8850947,"(40.7439732, -73.8850947)",BROADWAY,BAXTER AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3287750,PASSENGER VEHICLE,BICYCLE,,,
08/29/2015,0:43,MANHATTAN,10040,40.8636123,-73.9282069,"(40.8636123, -73.9282069)",ARDEN STREET,DONGAN PLACE,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,3286307,UNKNOWN,BICYCLE,,,
08/29/2015,18:15,BROOKLYN,11219,40.6276929,-74.0105014,"(40.6276929, -74.0105014)",69 STREET,10 AVENUE,,2,0,0,0,2,0,0,0,Unspecified,Unspecified,,,,3286419,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/29/2015,0:34,MANHATTAN,10014,40.7383954,-74.0038611,"(40.7383954, -74.0038611)",8 AVENUE,WEST 4 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3286700,TAXI,BICYCLE,,,
08/28/2015,16:12,BRONX,10456,40.8217152,-73.9064582,"(40.8217152, -73.9064582)",TRINITY AVENUE,EAST 161 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3286325,PASSENGER VEHICLE,BICYCLE,,,
08/28/2015,17:40,BROOKLYN,11206,40.6982205,-73.94395,"(40.6982205, -73.94395)",PARK AVENUE,THROOP AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3286471,PICK-UP TRUCK,BICYCLE,,,
08/28/2015,8:15,BROOKLYN,11233,40.6781158,-73.9217116,"(40.6781158, -73.9217116)",RALPH AVENUE,HERKIMER STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3285961,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/28/2015,14:20,MANHATTAN,10069,40.7768297,-73.9891321,"(40.7768297, -73.9891321)",RIVERSIDE BOULEVARD,WEST 66 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3286274,PASSENGER VEHICLE,BICYCLE,,,
08/28/2015,13:50,BROOKLYN,11235,40.5866702,-73.9661497,"(40.5866702, -73.9661497)",AVENUE Z,OCEAN PARKWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3286881,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/28/2015,10:00,QUEENS,11418,40.6903513,-73.8410758,"(40.6903513, -73.8410758)",104 STREET,ATLANTIC AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3286011,UNKNOWN,BICYCLE,,,
08/28/2015,8:15,BROOKLYN,11208,40.6821887,-73.8698094,"(40.6821887, -73.8698094)",ATLANTIC AVENUE,AUTUMN AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3286448,PASSENGER VEHICLE,BICYCLE,,,
08/28/2015,7:42,BROOKLYN,11222,40.7288235,-73.9536587,"(40.7288235, -73.9536587)",MANHATTAN AVENUE,NOBLE STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passenger Distraction,,,,3285998,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/28/2015,23:34,QUEENS,11377,40.7463333,-73.8963254,"(40.7463333, -73.8963254)",ROOSEVELT AVENUE,69 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3287115,OTHER,BICYCLE,,,
08/28/2015,22:00,BROOKLYN,11216,40.6717897,-73.9531035,"(40.6717897, -73.9531035)",ROGERS AVENUE,SAINT JOHNS PLACE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Physical Disability,,,,3286464,PASSENGER VEHICLE,BICYCLE,,,
08/28/2015,21:00,QUEENS,11379,40.7128894,-73.8777068,"(40.7128894, -73.8777068)",METROPOLITAN AVENUE,75 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3289718,BICYCLE,PASSENGER VEHICLE,,,
08/28/2015,1:23,MANHATTAN,10036,40.7548409,-73.9841185,"(40.7548409, -73.9841185)",AVENUE OF THE AMERICAS,WEST 42 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3285708,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/28/2015,19:35,BRONX,10451,40.8275118,-73.9249432,"(40.8275118, -73.9249432)",EAST 161 STREET,GERARD AVENUE,,1,0,0,0,1,0,0,0,Other Electronic Device,Unspecified,,,,3286346,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/28/2015,18:35,BROOKLYN,11229,40.599037,-73.9545122,"(40.599037, -73.9545122)",AVENUE U,EAST 17 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3286893,PASSENGER VEHICLE,BICYCLE,,,
08/28/2015,18:05,MANHATTAN,10034,40.8670152,-73.9231089,"(40.8670152, -73.9231089)",WEST 204 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3285775,PASSENGER VEHICLE,BICYCLE,,,
08/28/2015,14:40,QUEENS,11423,40.7120058,-73.7581039,"(40.7120058, -73.7581039)",202 STREET,99 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3286019,PASSENGER VEHICLE,BICYCLE,,,
08/27/2015,17:30,QUEENS,11102,40.7728439,-73.9274418,"(40.7728439, -73.9274418)",18 STREET,27 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Physical Disability,,,,3286147,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/27/2015,9:00,BROOKLYN,11220,40.6397084,-74.0196014,"(40.6397084, -74.0196014)",4 AVENUE,62 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Passenger Distraction,Outside Car Distraction,Unspecified,,3285365,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/27/2015,8:38,BROOKLYN,11218,40.6440969,-73.9668665,"(40.6440969, -73.9668665)",ARGYLE ROAD,BEVERLEY ROAD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3285339,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/27/2015,8:18,QUEENS,11375,40.7151185,-73.832233,"(40.7151185, -73.832233)",QUEENS BOULEVARD,78 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3285590,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/27/2015,7:30,QUEENS,11101,40.7441309,-73.9270473,"(40.7441309, -73.9270473)",QUEENS BOULEVARD,38 STREET,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,3285535,PASSENGER VEHICLE,BICYCLE,,,
08/27/2015,20:00,MANHATTAN,10280,40.7074636,-74.0171217,"(40.7074636, -74.0171217)",BATTERY PLACE,3 PLACE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Fatigued/Drowsy,,,,3285044,PASSENGER VEHICLE,BICYCLE,,,
08/27/2015,19:00,BROOKLYN,11238,40.671645,-73.9625737,"(40.671645, -73.9625737)",WASHINGTON AVENUE,EASTERN PARKWAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3285941,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/27/2015,12:00,MANHATTAN,10001,40.7479414,-73.9912264,"(40.7479414, -73.9912264)",WEST 30 STREET,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3286234,PASSENGER VEHICLE,BICYCLE,,,
08/27/2015,17:05,BROOKLYN,11216,40.6753855,-73.9533642,"(40.6753855, -73.9533642)",SAINT MARKS AVENUE,BEDFORD AVENUE,,3,0,0,0,1,0,2,0,Unspecified,Unspecified,Unspecified,,,3285943,SPORT UTILITY / STATION WAGON,BICYCLE,SPORT UTILITY / STATION WAGON,,
08/27/2015,16:35,MANHATTAN,10017,40.749824,-73.9722023,"(40.749824, -73.9722023)",EAST 42 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3285108,TAXI,BICYCLE,,,
08/27/2015,15:15,BRONX,10457,40.8517942,-73.9027759,"(40.8517942, -73.9027759)",EAST BURNSIDE AVENUE,ANTHONY AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passenger Distraction,,,,3287424,PASSENGER VEHICLE,BICYCLE,,,
08/27/2015,14:47,MANHATTAN,10065,40.7673928,-73.9707293,"(40.7673928, -73.9707293)",5 AVENUE,EAST 64 STREET,,1,0,0,0,1,0,0,0,Other Vehicular,Other Vehicular,,,,3285143,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/27/2015,12:45,QUEENS,11694,40.5798131,-73.8371988,"(40.5798131, -73.8371988)",ROCKAWAY BEACH BOULEVARD,BEACH 116 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3285455,PASSENGER VEHICLE,BICYCLE,,,
08/27/2015,12:30,MANHATTAN,10025,40.7978156,-73.9713371,"(40.7978156, -73.9713371)",WEST 100 STREET,WEST END AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passenger Distraction,,,,3285157,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
08/27/2015,0:18,QUEENS,11435,40.7017656,-73.8079259,"(40.7017656, -73.8079259)",JAMAICA AVENUE,SUTPHIN BOULEVARD,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3285472,PASSENGER VEHICLE,BICYCLE,,,
08/27/2015,11:17,MANHATTAN,10018,40.7517013,-73.9864003,"(40.7517013, -73.9864003)",WEST 37 STREET,6 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3285090,LIVERY VEHICLE,BICYCLE,,,
08/26/2015,22:15,BROOKLYN,11233,40.6812097,-73.9224254,"(40.6812097, -73.9224254)",RALPH AVENUE,CHAUNCEY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3285417,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/26/2015,21:40,BROOKLYN,11206,40.7080712,-73.9433213,"(40.7080712, -73.9433213)",GRAHAM AVENUE,MESEROLE STREET,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,3285440,PASSENGER VEHICLE,BICYCLE,,,
08/26/2015,18:20,MANHATTAN,10036,40.759626,-73.9954735,"(40.759626, -73.9954735)",WEST 42 STREET,10 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3285075,LIVERY VEHICLE,BICYCLE,,,
08/26/2015,18:00,MANHATTAN,10002,40.7190253,-73.9897692,"(40.7190253, -73.9897692)",DELANCEY STREET,ORCHARD STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3284405,PASSENGER VEHICLE,BICYCLE,,,
08/26/2015,10:15,MANHATTAN,10001,40.7472771,-73.9896169,"(40.7472771, -73.9896169)",WEST 30 STREET,6 AVENUE,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,3284430,TAXI,BICYCLE,,,
08/26/2015,10:30,BROOKLYN,11223,40.5943885,-73.9771064,"(40.5943885, -73.9771064)",WEST 6 STREET,AVENUE V,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3285863,PASSENGER VEHICLE,BICYCLE,,,
08/26/2015,10:55,BROOKLYN,11221,40.69296,-73.9310519,"(40.69296, -73.9310519)",KOSCIUSZKO STREET,REID AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3285416,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
08/26/2015,13:10,QUEENS,11101,40.7441309,-73.9270473,"(40.7441309, -73.9270473)",QUEENS BOULEVARD,38 STREET,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,3285525,VAN,BICYCLE,,,
08/26/2015,16:45,BROOKLYN,11216,40.6817737,-73.9435997,"(40.6817737, -73.9435997)",TOMPKINS AVENUE,MACON STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3284791,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/26/2015,16:47,BROOKLYN,11201,40.6934893,-73.9791676,"(40.6934893, -73.9791676)",MYRTLE AVENUE,ASHLAND PLACE,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3285437,PASSENGER VEHICLE,BICYCLE,,,
08/26/2015,17:57,QUEENS,11373,40.7353248,-73.865159,"(40.7353248, -73.865159)",JUNCTION BOULEVARD,59 AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3285567,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/26/2015,9:00,MANHATTAN,10019,40.7623421,-73.9823516,"(40.7623421, -73.9823516)",WEST 52 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3285117,VAN,BICYCLE,,,
08/26/2015,8:10,MANHATTAN,10010,40.7378861,-73.9809038,"(40.7378861, -73.9809038)",2 AVENUE,EAST 23 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3284415,PASSENGER VEHICLE,BICYCLE,,,
08/26/2015,6:30,QUEENS,11104,40.746355,-73.9161602,"(40.746355, -73.9161602)",48 STREET,SKILLMAN AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3284921,PASSENGER VEHICLE,BICYCLE,,,
08/25/2015,18:00,BROOKLYN,11219,40.6393312,-73.9962275,"(40.6393312, -73.9962275)",FORT HAMILTON PARKWAY,47 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3285304,PASSENGER VEHICLE,BICYCLE,,,
08/25/2015,17:03,MANHATTAN,10001,40.7503099,-73.9890389,"(40.7503099, -73.9890389)",WEST 34 STREET,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Drugs (Illegal),Unspecified,,,,3284432,PASSENGER VEHICLE,BICYCLE,,,
08/25/2015,15:00,BROOKLYN,11203,40.6349472,-73.932499,"(40.6349472, -73.932499)",GLENWOOD ROAD,EAST 46 STREET,,1,0,0,0,1,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3284692,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/25/2015,14:45,BROOKLYN,11229,40.595921,-73.9410184,"(40.595921, -73.9410184)",AVENUE W,NOSTRAND AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3285286,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/25/2015,14:25,QUEENS,11368,40.7591121,-73.8423772,"(40.7591121, -73.8423772)",127 STREET,36 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3284952,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/25/2015,12:30,MANHATTAN,10003,40.7326034,-73.9876815,"(40.7326034, -73.9876815)",3 AVENUE,EAST 13 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3283731,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/25/2015,10:00,MANHATTAN,10012,40.7244027,-73.9958835,"(40.7244027, -73.9958835)",LAFAYETTE STREET,JERSEY STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3283711,VAN,BICYCLE,,,
08/25/2015,0:10,BROOKLYN,11233,40.6841675,-73.9293087,"(40.6841675, -73.9293087)",REID AVENUE,HALSEY STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3284132,UNKNOWN,UNKNOWN,,,
08/25/2015,9:15,BROOKLYN,11231,40.6746802,-74.0160354,"(40.6746802, -74.0160354)",VAN BRUNT STREET,REED STREET,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,3284762,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/25/2015,19:30,MANHATTAN,10022,40.7602226,-73.967462,"(40.7602226, -73.967462)",EAST 57 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,3283777,OTHER,BICYCLE,,,
08/25/2015,20:40,MANHATTAN,10003,40.7352052,-73.9857867,"(40.7352052, -73.9857867)",EAST 17 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3283754,LIVERY VEHICLE,BICYCLE,,,
08/25/2015,21:23,BROOKLYN,11238,40.6817416,-73.958584,"(40.6817416, -73.958584)",FULTON STREET,CLASSON AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,3284813,TAXI,BICYCLE,,,
08/25/2015,21:25,BROOKLYN,11222,40.7307208,-73.948772,"(40.7307208, -73.948772)",GREENPOINT AVENUE,JEWEL STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,3284831,UNKNOWN,BICYCLE,,,
08/25/2015,21:35,BROOKLYN,11208,40.6690451,-73.8757721,"(40.6690451, -73.8757721)",DUMONT AVENUE,MILFORD STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3284102,BICYCLE,,,,
08/25/2015,21:50,QUEENS,11355,40.742975,-73.8143102,"(40.742975, -73.8143102)",KISSENA BOULEVARD,BOOTH MEMORIAL AVENUE,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,3284939,TAXI,BICYCLE,,,
08/25/2015,8:40,MANHATTAN,10016,40.74478,-73.9758819,"(40.74478, -73.9758819)",EAST 34 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3283778,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/25/2015,8:55,BRONX,10472,40.8271694,-73.8701147,"(40.8271694, -73.8701147)",CROES AVENUE,WATSON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3285795,PASSENGER VEHICLE,BICYCLE,,,
08/25/2015,19:15,MANHATTAN,10010,40.7398662,-73.9895819,"(40.7398662, -73.9895819)",EAST 21 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3283751,TAXI,BICYCLE,,,
08/25/2015,18:40,BRONX,10467,40.8696744,-73.8705378,"(40.8696744, -73.8705378)",BRONX PARK EAST,ADEE AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,,,3284603,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE,,
08/25/2015,18:15,MANHATTAN,10036,40.7584292,-73.9926328,"(40.7584292, -73.9926328)",WEST 42 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3283763,PASSENGER VEHICLE,BICYCLE,,,
08/24/2015,21:10,QUEENS,11412,40.6909209,-73.7622912,"(40.6909209, -73.7622912)",FARMERS BOULEVARD,BAISLEY BOULEVARD,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3283645,UNKNOWN,BICYCLE,,,
08/24/2015,10:59,BROOKLYN,11211,40.7119054,-73.9629407,"(40.7119054, -73.9629407)",SOUTH 4 STREET,BEDFORD AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3283480,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/24/2015,14:10,BRONX,10459,40.820189,-73.8906752,"(40.820189, -73.8906752)",BRUCKNER BOULEVARD,HUNTS POINT AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3283887,PASSENGER VEHICLE,BICYCLE,,,
08/24/2015,14:20,MANHATTAN,10029,40.7929208,-73.9457844,"(40.7929208, -73.9457844)",EAST 107 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3283810,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/24/2015,15:02,BROOKLYN,11210,40.6301285,-73.944807,"(40.6301285, -73.944807)",FLATBUSH AVENUE,AURELIA COURT,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3284056,PASSENGER VEHICLE,BICYCLE,,,
08/24/2015,15:30,QUEENS,11369,40.7585618,-73.8773847,"(40.7585618, -73.8773847)",32 AVENUE,91 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3283669,UNKNOWN,BICYCLE,,,
08/24/2015,16:45,BROOKLYN,11212,40.6579423,-73.9077366,"(40.6579423, -73.9077366)",ROCKAWAY AVENUE,LOTT AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3284076,BICYCLE,,,,
08/24/2015,18:20,BROOKLYN,11224,40.582503,-73.9745544,"(40.582503, -73.9745544)",SHELL ROAD,WEST 6 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Prescription Medication,,,,3283966,PASSENGER VEHICLE,BICYCLE,,,
